":@computed_region_9z68_3kq5","case","cityname","cityname_address","cityname_city","cityname_state","cityname_zip","council","dow","ibr_code","location","occ_date","police_grid","police_zone","received_date","ucr_code","ucr_desc","x_coordinate","y_coordinate"
,"SL201523906",,,,,,,"2","13B",,"2015-02-09T16:51:50.000",,,"2015-02-09T16:51:50.000","1313-0","ASSAULT",,
,"SL2015806041",,,,,,,"6","23F",,,"40","40",,"2305-0","LARCENY","1863833","878684"
,"SL2015114787",,,,,,"5","5","90Z","1500 S MAJOR ST                                                                                          ","2015-06-25T09:32:37.000","152","Z5","2015-06-25T09:32:37.000","4902-0","ESCAPE","1892257","875021"
,"SL2015180408",,,,,,,"2","0",,"2015-09-21T06:11:46.000","40","40","2015-09-21T06:11:46.000","5499-84","ARPRT TITLE 16","1869739","890270"
,"SL2015144297",,,,,,"4","2","90Z","200 S RIO GRANDE ST                                                                                     ","2015-08-03T16:06:25.000","132","Z7","2015-08-03T16:06:25.000","4902-0","ESCAPE","1888298","885862"
,"SL2015127106",,,,,,"1","7","0","500 N TERMINAL NORTHBOUND DR                                                                            ","2015-07-11T17:18:00.000","113","Z1","2015-07-11T17:18:00.000","5499-8","NONREPTABL TA","1866905","891511"
,"SL201512190",,,,,,"5","5","0","900 S 300 W                                                                                             ","2015-01-22T12:53:48.000","152","Z3","2015-01-22T12:53:48.000","5499-8","NONREPTABL TA","1889500","880305"
,"SL2015188075",,,,,,"4","5","26C","800 S WEST TEMPLE ST                                                                                    ","2015-10-01T09:59:34.000","152","Z3","2015-10-01T09:59:34.000","2699-1","FRAUD","1891086","880641"
,"SL2015100860",,,,,,,"7","0",,"2015-06-06T18:34:44.000","40","40","2015-06-06T18:34:44.000","7399-1","PUBLIC ORDER","1867367","893605"
,"SL2015139046",,,,,,"4","2","23G","1000 E SOUTH TEMPLE ST                                                                                   ","2015-07-27T15:06:55.000","143","Z4","2015-07-27T15:06:55.000","2304-0","LARCENY","1900209","887500"
,"SL2015122889",,,,,,"4","1","0","700 E 600 S                                                                                             ","2015-07-05T23:59:52.000","151","Z5","2015-07-05T23:59:52.000","5399-28","PUBLIC PEACE","1897693","882759"
,"SL2015149037",,,,,,"4","1","90Z","000 S RIO GRANDE ST                                                                                     ","2015-08-09T16:54:50.000","132","Z7","2015-08-09T16:54:50.000","3599-5","DRUGS","1888237","887060"
,"SL201542408",,,,,,"4","3","0","300 S 600 E                                                                                             ","2015-03-10T13:10:12.000","142","Z4","2015-03-10T13:10:12.000","5499-7","REPORTABLE TA","1896593","885008"
,"SL2015804129",,,,,,"5","7","23F","000 W 1300 S                                                                                            ",,"152","Z5",,"2305-0","LARCENY","1891191","877431"
,"SL2015151126",,,,,,"2","4","90Z","800 W 2100 S                                                                                            ","2015-08-12T13:33:14.000","123","Z2","2015-08-12T13:33:14.000","5401-0","HIT AND RUN","1885131","871672"
,"SL2015240858",,,,,,,"7","90Z","1300 S STATE ST                                                                                          ","2015-12-20T01:31:23.000","152","Z5","2015-12-20T01:31:23.000","4902-0","ESCAPE","1892498","877351"
,"SL2015126089",,,,,,"1","6","0","700 N TERMINAL NORTHBOUND DR                                                                            ","2015-07-10T10:00:06.000","113","Z1","2015-07-10T10:00:06.000","7399-1","PUBLIC ORDER","1867036","893752"
,"SL2015196769",,,,,,"3","3","0","100 N B ST                                                                                              ","2015-10-13T11:59:57.000","141","Z4","2015-10-13T11:59:57.000","7399-0","PUBLIC ORDER","1894358","888936"
,"SL2015165364",,,,,,"4","2","0","600 E 300 S                                                                                             ","2015-08-31T13:14:11.000","142","Z4","2015-08-31T13:14:11.000","2499-14","STOLEN VEHICLE","1896777","885198"
,"SL201592378",,,,,,"1","3","240","300 N 1000 W                                                                                            ","2015-05-26T11:56:39.000","112","Z1","2015-05-26T11:56:39.000","2499-13","STOLEN VEHICLE","1883997","890603"
,"SL201529404",,,,,,"5","3","23C","300 W HOPE AVE                                                                                          ","2015-02-17T15:00:50.000","152","Z5","2015-02-17T15:00:50.000","2303-0","LARCENY","1889051","876511"
,"SL201591635",,,,,,"5","1","26B","000 E 2100 S                                                                                            ","2015-05-25T00:01:54.000","161","Z6","2015-05-25T00:01:54.000","2605-0","FRAUD","1892303","871590"
,"SL2015195165",,,,,,"2","7","0","400 N GRANT ST                                                                                          ","2015-10-10T23:19:08.000","112","Z1","2015-10-10T23:19:08.000","5399-86","PUBLIC PEACE","1885922","891235"
,"SL201520962",,,,,,"5","5","0","900 S 200 W                                                                                             ","2015-02-05T14:20:47.000","152","Z3","2015-02-05T14:20:47.000","5499-7","REPORTABLE TA","1890233","880417"
,"SL2015146337",,,,,,"6","5","23F","1300 S 2100 E                                                                                            ","2015-08-06T08:34:28.000","154","Z5","2015-08-06T08:34:28.000","2305-0","LARCENY","1908532","877187"
,"SL201517830",,,,,,"7","7","23F","2200 S WINDSOR ST                                                                                        ","2015-01-31T16:27:48.000","162","Z6","2015-01-31T16:27:48.000","2305-0","LARCENY","1898564","869923"
,"SL2015238071",,,,,,"5","3","0","900 S MAIN ST                                                                                           ","2015-12-15T16:09:59.000","152","Z5","2015-12-15T16:09:59.000","7399-11","PUBLIC ORDER","1891876","879527"
,"SL2015149408",,,,,,"5","2","240","000 W FAYETTE AVE                                                                                       ","2015-08-10T08:49:10.000","152","Z5","2015-08-10T08:49:10.000","2404-0","STOLEN VEHICLE","1891488","879819"
,"SL2015180835",,,,,,"6","2","0","1300 S FOOTHILL DR                                                                                       ","2015-09-21T17:19:37.000","154","Z5","2015-09-21T17:19:37.000","5499-8","NONREPTABL TA","1909500","877355"
,"SL2015218441",,,,,,"5","6","220","1700 S WEST TEMPLE ST                                                                                    ","2015-11-13T18:24:00.000","161","Z6","2015-11-13T18:24:00.000","2204-0","BURGLARY","1891059","874085"
,"SL2015164009",,,,,,"1","7","0","1100 W NORTH TEMPLE ST                                                                                   ","2015-08-29T16:22:28.000","112","Z1","2015-08-29T16:22:28.000","5499-6","NON MOV TRAF","1882762","888432"
,"SL201524829",,,,,,,"3","13B",,"2015-02-10T21:05:09.000",,,"2015-02-10T21:05:09.000","4801-1","OBST POLICE",,
,"SL201525337",,,,,,,"4","0",,"2015-02-11T13:43:10.000",,,"2015-02-11T13:43:10.000","5499-12","IMP/ABAND VEH",,
,"SL201525909",,,,,,,"4","23G",,"2015-02-12T08:41:03.000",,,"2015-02-12T08:41:03.000","2304-0","LARCENY",,
,"SL2015800648",,,,,,,"4","23F",,,,,,"2305-0","LARCENY",,
,"SL201526375",,,,,,,"5","0",,"2015-02-12T15:54:25.000",,,"2015-02-12T15:54:25.000","5499-6","NON MOV TRAF",,
,"SL201526893",,,,,,,"6","0",,"2015-02-13T11:31:45.000",,,"2015-02-13T11:31:45.000","5499-6","NON MOV TRAF",,
,"SL201526872",,,,,,,"6","90Z",,"2015-02-13T11:04:37.000",,,"2015-02-13T11:04:37.000","4902-0","ESCAPE",,
,"SL201527966",,,,,,,"7","0",,"2015-02-14T22:38:39.000",,,"2015-02-14T22:38:39.000","5499-5","MOV TRAF VIOL",,
,"SL201527474",,,,,,,"7","90Z",,"2015-02-14T07:16:09.000",,,"2015-02-14T07:16:09.000","4902-0","ESCAPE",,
,"SL201528042",,,,,,,"1","0",,"2015-02-15T01:05:11.000",,,"2015-02-15T01:05:11.000","5499-5","MOV TRAF VIOL",,
,"SL201528491",,,,,,,"1","90Z",,"2015-02-15T23:02:18.000",,,"2015-02-15T23:02:18.000","4902-0","ESCAPE",,
,"SL201528436",,,,,,,"1","35B",,"2015-02-15T20:50:07.000",,,"2015-02-15T20:50:07.000","3550-0","DRUGS",,
,"SL201528667",,,,,,,"2","0",,"2015-02-16T09:27:50.000",,,"2015-02-16T09:27:50.000","5499-6","NON MOV TRAF",,
,"SL201528638",,,,,,,"2","0",,"2015-02-16T07:58:00.000",,,"2015-02-16T07:58:00.000","7399-99","PUBLIC ORDER",,
,"SL2015801057",,,,,,,"2","23F",,,,,,"2305-0","LARCENY",,
,"SL201529310",,,,,,,"3","0",,"2015-02-17T12:39:44.000",,,"2015-02-17T12:39:44.000","5499-5","MOV TRAF VIOL",,
,"SL2015800733",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL201529983",,,,,,,"4","0",,"2015-02-18T13:38:37.000",,,"2015-02-18T13:38:37.000","5499-6","NON MOV TRAF",,
,"SL2015800751",,,,,,,"4","23F",,,,,,"2305-0","LARCENY",,
,"SL201530456",,,,,,,"5","0",,"2015-02-19T09:36:27.000",,,"2015-02-19T09:36:27.000","5499-12","IMP/ABAND VEH",,
,"SL201530611",,,,,,,"5","90Z",,"2015-02-19T14:10:50.000",,,"2015-02-19T14:10:50.000","4902-0","ESCAPE",,
,"SL201531074",,,,,,,"6","0",,"2015-02-20T09:14:22.000",,,"2015-02-20T09:14:22.000","5499-12","IMP/ABAND VEH",,
,"SL201531219",,,,,,,"6","90Z",,"2015-02-20T13:20:20.000",,,"2015-02-20T13:20:20.000","4902-0","ESCAPE",,
,"SL201531452",,,,,,,"6","0",,"2015-02-20T19:11:27.000",,,"2015-02-20T19:11:27.000","5499-8","NONREPTABL TA",,
,"SL201532423",,,,,,,"1","35A",,"2015-02-22T09:21:16.000",,,"2015-02-22T09:21:16.000","3572-0","DRUGS",,
,"SL201533535",,,,,,,"3","290",,"2015-02-24T08:33:55.000",,,"2015-02-24T08:33:55.000","2901-1","DAMAGED PROP",,
,"SL2015800846",,,,,,,"3","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL201534192",,,,,,,"4","0",,"2015-02-25T07:55:56.000",,,"2015-02-25T07:55:56.000","5499-6","NON MOV TRAF",,
,"SL201534879",,,,,,,"5","0",,"2015-02-26T09:02:50.000",,,"2015-02-26T09:02:50.000","5499-6","NON MOV TRAF",,
,"SL201534803",,,,,,,"5","90Z",,"2015-02-26T06:00:15.000",,,"2015-02-26T06:00:15.000","5401-0","HIT AND RUN",,
,"SL201535323",,,,,,,"5","90Z",,"2015-02-26T22:04:12.000",,,"2015-02-26T22:04:12.000","4902-0","ESCAPE",,
,"SL2015800858",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL201535039",,,,,,,"5","0",,"2015-02-26T13:03:55.000",,,"2015-02-26T13:03:55.000","5499-8","NONREPTABL TA",,
,"SL201536530",,,,,,,"7","35A",,"2015-02-28T19:19:41.000",,,"2015-02-28T19:19:41.000","3572-0","DRUGS",,
,"SL201536697",,,,,,,"1","90Z",,"2015-03-01T00:41:37.000",,,"2015-03-01T00:41:37.000","5401-0","HIT AND RUN",,
,"SL201536814",,,,,,,"1","90Z",,"2015-03-01T08:24:34.000",,,"2015-03-01T08:24:34.000","4902-0","ESCAPE",,
,"SL201536932",,,,,,,"1","0",,"2015-03-01T14:22:36.000",,,"2015-03-01T14:22:36.000","7399-99","PUBLIC ORDER",,
,"SL201557145",,,,,,,"1","23D",,"2015-04-02T13:11:23.000",,,"2015-04-02T13:11:23.000","2308-0","LARCENY",,
,"SL201531331",,,,,,,"2","0",,"2015-02-20T15:57:48.000",,,"2015-02-20T15:57:48.000","5499-8","NONREPTABL TA",,
,"SL201538314",,,,,,,"3","0",,"2015-03-03T17:15:02.000",,,"2015-03-03T17:15:02.000","5499-8","NONREPTABL TA",,
,"SL2015800956",,,,,,,"3","290",,,,,,"2999-0","DAMAGED PROP",,
,"SL201538742",,,,,,,"4","0",,"2015-03-04T12:52:29.000",,,"2015-03-04T12:52:29.000","5499-8","NONREPTABL TA",,
,"SL201539187",,,,,,,"5","0",,"2015-03-05T08:18:07.000",,,"2015-03-05T08:18:07.000","5499-6","NON MOV TRAF",,
,"SL201539595",,,,,,,"5","23C",,"2015-03-05T18:31:26.000",,,"2015-03-05T18:31:26.000","2303-0","LARCENY",,
,"SL201539652",,,,,,,"5","90Z",,"2015-03-05T20:11:29.000",,,"2015-03-05T20:11:29.000","4902-0","ESCAPE",,
,"SL201539869",,,,,,,"6","0",,"2015-03-06T07:36:50.000",,,"2015-03-06T07:36:50.000","5499-12","IMP/ABAND VEH",,
,"SL201540204",,,,,,,"6","90Z",,"2015-03-06T17:06:14.000",,,"2015-03-06T17:06:14.000","4902-0","ESCAPE",,
,"SL201540202",,,,,,,"6","90Z",,"2015-03-06T17:03:09.000",,,"2015-03-06T17:03:09.000","4902-0","ESCAPE",,
,"SL201540604",,,,,,,"6","23D",,"2015-03-07T10:03:38.000",,,"2015-03-07T10:03:38.000","2308-0","LARCENY",,
,"SL201540680",,,,,,,"7","0",,"2015-03-07T12:34:03.000",,,"2015-03-07T12:34:03.000","5499-6","NON MOV TRAF",,
,"SL201541069",,,,,,,"7","13C",,"2015-03-07T23:40:36.000",,,"2015-03-07T23:40:36.000","1316-2","ASSAULT",,
,"SL2015801009",,,,,,,"1","23D",,,,,,"2308-0","LARCENY",,
,"SL201541895",,,,,,,"2","0",,"2015-03-09T15:12:59.000",,,"2015-03-09T15:12:59.000","5499-5","MOV TRAF VIOL",,
,"SL201541871",,,,,,,"2","0",,"2015-03-09T14:37:54.000",,,"2015-03-09T14:37:54.000","7399-25","PUBLIC ORDER",,
,"SL201542018",,,,,,,"2","0",,"2015-03-09T18:35:54.000",,,"2015-03-09T18:35:54.000","7399-1","PUBLIC ORDER",,
,"SL201542560",,,,,,,"3","0",,"2015-03-10T16:42:26.000",,,"2015-03-10T16:42:26.000","5499-8","NONREPTABL TA",,
,"SL201542601",,,,,,,"3","0",,"2015-03-10T17:46:42.000",,,"2015-03-10T17:46:42.000","5499-8","NONREPTABL TA",,
,"SL2015801260",,,,,,,"3","26C",,,,,,"2699-1","FRAUD",,
,"SL2015801275",,,,,,,"3","26C",,,,,,"2699-1","FRAUD",,
,"SL201543132",,,,,,,"4","0",,"2015-03-11T13:50:16.000",,,"2015-03-11T13:50:16.000","7399-5","PUBLIC ORDER",,
,"SL201543862",,,,,,,"5","23F",,"2015-03-12T16:14:57.000",,,"2015-03-12T16:14:57.000","2305-0","LARCENY",,
,"SL201543857",,,,,,,"5","0",,"2015-03-12T16:05:53.000",,,"2015-03-12T16:05:53.000","5499-8","NONREPTABL TA",,
,"SL201546145",,,,,,,"6","220",,"2015-03-16T08:18:46.000",,,"2015-03-16T08:18:46.000","2203-0","BURGLARY",,
,"SL2015801130",,,,,,,"6","23H",,,,,,"2399-0","LARCENY",,
,"SL201546793",,,,,,,"6","290",,"2015-03-17T07:00:17.000",,,"2015-03-17T07:00:17.000","2901-0","DAMAGED PROP",,
,"SL201544953",,,,,,,"7","90Z",,"2015-03-14T09:17:52.000",,,"2015-03-14T09:17:52.000","4902-0","ESCAPE",,
,"SL201545002",,,,,,,"7","0",,"2015-03-14T11:28:14.000",,,"2015-03-14T11:28:14.000","5499-6","NON MOV TRAF",,
,"SL201545150",,,,,,,"7","0",,"2015-03-14T15:42:11.000",,,"2015-03-14T15:42:11.000","5499-6","NON MOV TRAF",,
,"SL201545608",,,,,,,"7","23G",,"2015-03-15T09:08:50.000",,,"2015-03-15T09:08:50.000","2304-0","LARCENY",,
,"SL201546819",,,,,,,"3","0",,"2015-03-17T07:50:42.000",,,"2015-03-17T07:50:42.000","5499-8","NONREPTABL TA",,
,"SL201546911",,,,,,,"2","220",,"2015-03-17T11:10:19.000",,,"2015-03-17T11:10:19.000","2205-0","BURGLARY",,
,"SL201546829",,,,,,,"3","0",,"2015-03-17T08:05:04.000",,,"2015-03-17T08:05:04.000","5499-6","NON MOV TRAF",,
,"SL201546862",,,,,,,"3","0",,"2015-03-17T09:42:31.000",,,"2015-03-17T09:42:31.000","5499-6","NON MOV TRAF",,
,"SL201547299",,,,,,,"3","0",,"2015-03-17T21:34:56.000",,,"2015-03-17T21:34:56.000","5499-12","IMP/ABAND VEH",,
,"SL2015801159",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL201549908",,,,,,,"5","90Z",,"2015-03-21T21:33:50.000",,"INV","2015-03-21T21:33:50.000","4902-0","ESCAPE",,
,"SL2015801193",,,,,,,"4","23F",,,,,,"2305-0","LARCENY",,
,"SL201547450",,,,,,,"4","0",,"2015-03-18T07:33:01.000",,,"2015-03-18T07:33:01.000","5499-8","NONREPTABL TA",,
,"SL201548484",,,,,,"1","5","0",,"2015-03-19T18:35:19.000",,,"2015-03-19T18:35:19.000","5499-6","NON MOV TRAF",,
,"SL201548070",,,,,,,"5","35A",,"2015-03-19T03:49:13.000",,,"2015-03-19T03:49:13.000","3512-0","DRUGS",,
,"SL201548471",,,,,,,"5","35A",,"2015-03-19T18:16:24.000",,,"2015-03-19T18:16:24.000","3562-0","DRUGS",,
,"SL201548704",,,,,,,"6","90D",,"2015-03-20T04:47:05.000",,,"2015-03-20T04:47:05.000","5404-0","DUI ALCOHOL",,
,"SL201549345",,,,,,,"6","0",,"2015-03-20T23:59:56.000",,,"2015-03-20T23:59:56.000","5499-5","MOV TRAF VIOL",,
,"SL201548656",,,,,,,"6","0",,"2015-03-20T00:53:04.000",,,"2015-03-20T00:53:04.000","7399-99","PUBLIC ORDER",,
,"SL201549410",,,,,,,"7","0",,"2015-03-21T02:14:11.000",,,"2015-03-21T02:14:11.000","5499-7","REPORTABLE TA",,
,"SL201549527",,,,,,,"7","13B",,"2015-03-21T10:24:58.000",,,"2015-03-21T10:24:58.000","1313-0","ASSAULT",,
,"SL201549524",,,,,,,"7","0",,"2015-03-21T10:14:13.000",,,"2015-03-21T10:14:13.000","5499-7","REPORTABLE TA",,
,"SL201549793",,,,,,,"7","0",,"2015-03-21T18:14:35.000",,,"2015-03-21T18:14:35.000","5499-8","NONREPTABL TA",,
,"SL2015801329",,,,,,,"7","90Z",,,,,,"5309-0","PUBLIC PEACE",,
,"SL201550528",,,,,,,"1","13B",,"2015-03-22T23:44:47.000",,,"2015-03-22T23:44:47.000","1313-0","ASSAULT",,
,"SL201551967",,,,,,,"1","0",,"2015-03-25T09:08:34.000",,,"2015-03-25T09:08:34.000","5499-8","NONREPTABL TA",,
,"SL201551045",,,,,,,"2","23H",,"2015-03-23T19:32:27.000",,,"2015-03-23T19:32:27.000","2399-0","LARCENY",,
,"SL201550561",,,,,,,"2","0",,"2015-03-23T02:26:08.000",,,"2015-03-23T02:26:08.000","2499-14","STOLEN VEHICLE",,
,"SL2015801255",,,,,,,"2","26C",,,,,,"2699-1","FRAUD",,
,"SL201551468",,,,,,,"3","0",,"2015-03-24T12:50:59.000",,,"2015-03-24T12:50:59.000","7399-99","PUBLIC ORDER",,
,"SL201551239",,,,,,,"3","520",,"2015-03-24T05:11:31.000",,,"2015-03-24T05:11:31.000","5203-0","WEAPON OFFENSE",,
,"SL201551291",,,,,,,"3","90Z",,"2015-03-24T08:29:42.000",,,"2015-03-24T08:29:42.000","4902-0","ESCAPE",,
,"SL201552356",,,,,,,"4","23C",,"2015-03-25T19:17:38.000",,,"2015-03-25T19:17:38.000","2303-0","LARCENY",,
,"SL201552254",,,,,,,"4","0",,"2015-03-25T16:48:01.000",,,"2015-03-25T16:48:01.000","5399-23","PUBLIC PEACE",,
,"SL201552026",,,,,,,"4","0",,"2015-03-25T11:02:53.000",,,"2015-03-25T11:02:53.000","5499-8","NONREPTABL TA",,
,"SL201552773",,,,,,,"5","0",,"2015-03-26T13:54:45.000",,,"2015-03-26T13:54:45.000","7399-40","PUBLIC ORDER",,
,"SL2015801367",,,,,,,"6","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL201553988",,,,,,,"7","0",,"2015-03-28T08:18:17.000",,,"2015-03-28T08:18:17.000","5399-23","PUBLIC PEACE",,
,"SL201554919",,,,,,,"1","0",,"2015-03-29T17:28:09.000",,,"2015-03-29T17:28:09.000","5499-6","NON MOV TRAF",,
,"SL2015801378",,,,,,,"2","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015801392",,,,,,,"2","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL201555881",,,,,,,"3","23F",,"2015-03-31T11:13:55.000",,,"2015-03-31T11:13:55.000","2305-0","LARCENY",,
,"SL201556515",,,,,,,"3","90Z",,"2015-04-01T12:13:17.000",,,"2015-04-01T12:13:17.000","4902-0","ESCAPE",,
,"SL201556359",,,,,,,"4","90Z",,"2015-04-01T04:43:40.000",,,"2015-04-01T04:43:40.000","4902-0","ESCAPE",,
,"SL201556437",,,,,,,"4","90J",,"2015-04-01T09:43:38.000",,,"2015-04-01T09:43:38.000","5707-0","INV OF PRIVACY",,
,"SL201556951",,,,,,,"5","13B",,"2015-04-02T03:24:12.000",,,"2015-04-02T03:24:12.000","4801-1","OBST POLICE",,
,"SL201557445",,,,,,,"5","0",,"2015-04-02T21:42:05.000",,,"2015-04-02T21:42:05.000","5399-28","PUBLIC PEACE",,
,"SL201557439",,,,,,,"5","0",,"2015-04-02T21:27:50.000",,,"2015-04-02T21:27:50.000","5499-8","NONREPTABL TA",,
,"SL201557698",,,,,,"1","6","90Z",,"2015-04-03T12:10:24.000",,,"2015-04-03T12:10:24.000","4902-0","ESCAPE",,
,"SL2015801509",,,,,,,"6","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL201558550",,,,,,,"7","0",,"2015-04-04T20:02:11.000",,,"2015-04-04T20:02:11.000","7399-13","PUBLIC ORDER",,
,"SL201559129",,,,,,,"1","0",,"2015-04-05T20:41:47.000",,"INV","2015-04-05T20:41:47.000","7399-1","PUBLIC ORDER",,
,"SL201559786",,,,,,,"2","0",,"2015-04-06T20:59:00.000",,,"2015-04-06T20:59:00.000","5499-8","NONREPTABL TA",,
,"SL201560287",,,,,,,"3","290",,"2015-04-07T17:05:52.000",,"D4","2015-04-07T17:05:52.000","2901-0","DAMAGED PROP",,
,"SL2015801493",,,,,,,"3","26C",,,,,,"2699-1","FRAUD",,
,"SL201560574",,,,,,,"4","0",,"2015-04-08T07:49:53.000",,,"2015-04-08T07:49:53.000","5499-6","NON MOV TRAF",,
,"SL2015801642",,,,,,,"4","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015801545",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL201566492",,,,,,,"5","220",,"2015-04-17T08:02:58.000",,,"2015-04-17T08:02:58.000","2203-0","BURGLARY",,
,"SL2015801594",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015801570",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL201564850",,,,,,,"3","0",,"2015-04-14T14:58:44.000",,,"2015-04-14T14:58:44.000","5399-23","PUBLIC PEACE",,
,"SL2015801695",,,,,,,"3","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015801799",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL201565827",,,,,,,"5","0",,"2015-04-16T06:16:15.000",,,"2015-04-16T06:16:15.000","5499-12","IMP/ABAND VEH",,
,"SL201566042",,,,,,,"5","35A",,"2015-04-16T13:25:53.000",,,"2015-04-16T13:25:53.000","3562-0","DRUGS",,
,"SL201566841",,,,,,,"6","0",,"2015-04-17T17:55:45.000",,,"2015-04-17T17:55:45.000","5499-12","IMP/ABAND VEH",,
,"SL201567699",,,,,,,"1","0",,"2015-04-19T00:07:48.000",,,"2015-04-19T00:07:48.000","5499-7","REPORTABLE TA",,
,"SL201567749",,,,,,,"1","0",,"2015-04-19T01:24:11.000",,,"2015-04-19T01:24:11.000","7399-5","PUBLIC ORDER",,
,"SL201568378",,,,,,,"2","0",,"2015-04-20T07:41:12.000",,,"2015-04-20T07:41:12.000","5499-8","NONREPTABL TA",,
,"SL201569297",,,,,,,"3","0",,"2015-04-21T15:51:05.000",,"INV","2015-04-21T15:51:05.000","7399-17","PUBLIC ORDER",,
,"SL201569325",,,,,,,"3","0",,"2015-04-21T16:25:39.000",,,"2015-04-21T16:25:39.000","5499-6","NON MOV TRAF",,
,"SL201570657",,,,,,,"4","90Z",,"2015-04-23T16:57:52.000",,,"2015-04-23T16:57:52.000","4902-0","ESCAPE",,
,"SL201570381",,,,,,,"5","23C",,"2015-04-23T10:27:41.000",,,"2015-04-23T10:27:41.000","2303-0","LARCENY",,
,"SL201571034",,,,,,,"6","0",,"2015-04-24T09:54:40.000",,,"2015-04-24T09:54:40.000","5499-8","NONREPTABL TA",,
,"SL201571594",,,,,,,"7","90D",,"2015-04-25T03:11:08.000",,,"2015-04-25T03:11:08.000","5404-0","DUI ALCOHOL",,
,"SL2015801882",,,,,,,"1","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL201573061",,,,,,,"2","0",,"2015-04-27T16:39:43.000",,,"2015-04-27T16:39:43.000","5499-8","NONREPTABL TA",,
,"SL201573724",,,,,,,"3","0",,"2015-04-28T17:16:35.000",,,"2015-04-28T17:16:35.000","7399-3","PUBLIC ORDER",,
,"SL201573787",,,,,,,"3","90Z",,"2015-04-28T18:29:24.000",,,"2015-04-28T18:29:24.000","4902-0","ESCAPE",,
,"SL201574079",,,,,,,"4","250",,"2015-04-29T09:24:08.000",,,"2015-04-29T09:24:08.000","3599-84","DRUGS",,
,"SL201574771",,,,,,,"5","0",,"2015-04-30T10:11:08.000",,,"2015-04-30T10:11:08.000","5499-6","NON MOV TRAF",,
,"SL201574776",,,,,,,"5","520",,"2015-04-30T10:18:05.000",,"D2","2015-04-30T10:18:05.000","5212-0","WEAPON OFFENSE",,
,"SL2015802447",,,,,,,"6","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015802355",,,,,,,"7","23H",,,,,,"2309-0","LARCENY",,
,"SL201587260",,,,,,,"2","90Z",,"2015-05-18T15:23:07.000",,,"2015-05-18T15:23:07.000","4902-0","ESCAPE",,
,"SL201577897",,,,,,,"2","90Z",,"2015-05-04T16:06:47.000",,,"2015-05-04T16:06:47.000","4902-0","ESCAPE",,
,"SL201588170",,,,,,,"3","0",,"2015-05-19T19:36:09.000",,,"2015-05-19T19:36:09.000","5499-8","NONREPTABL TA",,
,"SL201594203",,,,,,,"5","90J",,"2015-05-28T23:12:20.000",,,"2015-05-28T23:12:20.000","5707-0","INV OF PRIVACY",,
,"SL201588025",,,,,,,"3","0",,"2015-05-19T16:06:37.000",,,"2015-05-19T16:06:37.000","5499-8","NONREPTABL TA",,
,"SL201591505",,,,,,,"1","0",,"2015-05-24T19:31:59.000",,,"2015-05-24T19:31:59.000","5499-7","REPORTABLE TA",,
,"SL201579692",,,,,,,"5","0",,"2015-05-07T07:20:10.000",,,"2015-05-07T07:20:10.000","5499-8","NONREPTABL TA",,
,"SL2015802091",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL201584135",,,,,,,"4","0",,"2015-05-13T18:34:56.000",,,"2015-05-13T18:34:56.000","5399-23","PUBLIC PEACE",,
,"SL201586211",,,,,,,"7","0",,"2015-05-16T19:59:06.000",,,"2015-05-16T19:59:06.000","5499-6","NON MOV TRAF",,
,"SL201593350",,,,,,,"4","90Z",,"2015-05-27T19:39:01.000",,,"2015-05-27T19:39:01.000","4902-0","ESCAPE",,
,"SL201585451",,,,,,,"6","0",,"2015-05-15T17:05:02.000",,,"2015-05-15T17:05:02.000","5499-8","NONREPTABL TA",,
,"SL201592992",,,,,,,"4","90Z",,"2015-05-27T10:28:11.000",,,"2015-05-27T10:28:11.000","4902-0","ESCAPE",,
,"SL2015801987",,,,,,,"6","23F",,,,,,"2305-0","LARCENY",,
,"SL201588419",,,,,,,"4","0",,"2015-05-20T08:46:31.000",,,"2015-05-20T08:46:31.000","5499-8","NONREPTABL TA",,
,"SL201586093",,,,,,,"7","0",,"2015-05-16T16:40:00.000",,,"2015-05-16T16:40:00.000","7399-99","PUBLIC ORDER",,
,"SL201593267",,,,,,,"4","0",,"2015-05-27T17:49:41.000",,,"2015-05-27T17:49:41.000","5499-8","NONREPTABL TA",,
,"SL201580904",,,,,,,"6","0",,"2015-05-08T17:36:32.000",,,"2015-05-08T17:36:32.000","5499-8","NONREPTABL TA",,
